Areaname	STCOU	IPE010206F	IPE010206D	IPE010206N1	IPE010206N2	IPE010207F	IPE010207D	IPE010207N1	IPE010207N2	IPE010208F	IPE010208D	IPE010208N1	IPE010208N2	IPE010209F	IPE010209D	IPE010209N1	IPE010209N2	IPE110195F	IPE110195D	IPE110195N1	IPE110195N2	IPE110197F	IPE110197D	IPE110197N1	IPE110197N2	IPE110198F	IPE110198D	IPE110198N1	IPE110198N2	IPE110199F	IPE110199D	IPE110199N1	IPE110199N2	IPE110200F	IPE110200D	IPE110200N1	IPE110200N2	IPE110201F	IPE110201D	IPE110201N1	IPE110201N2
Sussex, VA	51183	0	34286	0000	0000	0	35835	0000	0000	0	38102	0000	0000	0	37684	0000	0000	0	2000	0000	0000	0	2091	0000	0000	0	1991	0000	0000	0	1548	0000	0000	0	1694	0000	0000	0	1651	0000	0000
Tazewell, VA	51185	0	31528	0000	0000	0	34702	0000	0000	0	34800	0000	0000	0	36143	0000	0000	0	8838	0000	0000	0	9244	0000	0000	0	8113	0000	0000	0	6415	0000	0000	0	6733	0000	0000	0	6533	0000	0000
Warren, VA	51187	0	54033	0000	0000	0	55262	0000	0000	0	53495	0000	0000	0	56946	0000	0000	0	3020	0000	0000	0	3275	0000	0000	0	3002	0000	0000	0	2741	0000	0000	0	2737	0000	0000	0	2697	0000	0000
Washington, VA	51191	0	37122	0000	0000	0	39148	0000	0000	0	41594	0000	0000	0	40638	0000	0000	0	6574	0000	0000	0	7050	0000	0000	0	6677	0000	0000	0	5666	0000	0000	0	5761	0000	0000	0	5609	0000	0000
Westmoreland, VA	51193	0	41836	0000	0000	0	47823	0000	0000	0	44383	0000	0000	0	48523	0000	0000	0	2649	0000	0000	0	2671	0000	0000	0	2482	0000	0000	0	2186	0000	0000	0	2218	0000	0000	0	2171	0000	0000
Wise, VA	51195	0	31038	0000	0000	0	32175	0000	0000	0	32758	0000	0000	0	35053	0000	0000	0	8806	0000	0000	0	9094	0000	0000	0	8269	0000	0000	0	7031	0000	0000	0	7550	0000	0000	0	7157	0000	0000
Wythe, VA	51197	0	36842	0000	0000	0	38032	0000	0000	0	38793	0000	0000	0	40927	0000	0000	0	4133	0000	0000	0	4294	0000	0000	0	3866	0000	0000	0	3134	0000	0000	0	3228	0000	0000	0	3351	0000	0000
York, VA	51199	0	71272	0000	0000	0	78234	0000	0000	0	78920	0000	0000	0	77662	0000	0000	0	2911	0000	0000	0	3586	0000	0000	0	3130	0000	0000	0	2550	0000	0000	0	2482	0000	0000	0	2556	0000	0000
Alexandria, VA	51510	0	78330	0000	0000	0	78767	0000	0000	0	82487	0000	0000	0	76293	0000	0000	0	10683	0000	0000	0	11784	0000	0000	0	10258	0000	0000	0	10116	0000	0000	0	9744	0000	0000	0	9285	0000	0000
Bedford, VA	51515	0	33380	0000	0000	0	33776	0000	0000	0	36559	0000	0000	0	34485	0000	0000	0	918	0000	0000	0	1190	0000	0000	0	1082	0000	0000	0	882	0000	0000	0	880	0000	0000	0	903	0000	0000
Bristol, VA	51520	0	31104	0000	0000	0	33429	0000	0000	0	33791	0000	0000	0	30663	0000	0000	0	3326	0000	0000	0	3512	0000	0000	0	3010	0000	0000	0	2471	0000	0000	0	2597	0000	0000	0	2577	0000	0000
Buena Vista, VA	51530	0	37942	0000	0000	0	38418	0000	0000	0	39390	0000	0000	0	40802	0000	0000	0	825	0000	0000	0	977	0000	0000	0	783	0000	0000	0	599	0000	0000	0	636	0000	0000	0	637	0000	0000
Charlottesville, VA	51540	0	35147	0000	0000	0	37195	0000	0000	0	42948	0000	0000	0	39030	0000	0000	0	7796	0000	0000	0	7714	0000	0000	0	5885	0000	0000	0	5804	0000	0000	0	6470	0000	0000	0	5556	0000	0000
Chesapeake, VA	51550	0	61584	0000	0000	0	63016	0000	0000	0	67082	0000	0000	0	63532	0000	0000	0	17859	0000	0000	0	20102	0000	0000	0	18260	0000	0000	0	15778	0000	0000	0	15364	0000	0000	0	15393	0000	0000
Clifton Forge, VA	51560	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	0	752	0000	0000	0	774	0000	0000	0	683	0000	0000	0	615	0000	0000	2	0	5072	0000	5	0	0000	0000
Colonial Heights, VA	51570	0	48686	0000	0000	0	47860	0000	0000	0	51575	0000	0000	0	47614	0000	0000	0	1171	0000	0000	0	1241	0000	0000	0	1074	0000	0000	0	954	0000	0000	0	1035	0000	0000	0	1074	0000	0000
Covington, VA	51580	0	34752	0000	0000	0	34907	0000	0000	0	35762	0000	0000	0	33301	0000	0000	0	1061	0000	0000	0	1210	0000	0000	0	989	0000	0000	0	834	0000	0000	0	824	0000	0000	0	722	0000	0000
Danville, VA	51590	0	28872	0000	0000	0	29553	0000	0000	0	30696	0000	0000	0	29466	0000	0000	0	10705	0000	0000	0	11538	0000	0000	0	9072	0000	0000	0	7554	0000	0000	0	7972	0000	0000	0	7971	0000	0000
Emporia, VA	51595	0	32925	0000	0000	0	34482	0000	0000	0	33717	0000	0000	0	32178	0000	0000	0	1332	0000	0000	0	1512	0000	0000	0	1105	0000	0000	0	908	0000	0000	0	870	0000	0000	0	918	0000	0000
Fairfax, VA	51600	0	79896	0000	0000	0	88968	0000	0000	0	93841	0000	0000	0	82342	0000	0000	0	1014	0000	0000	0	1131	0000	0000	0	925	0000	0000	0	861	0000	0000	0	978	0000	0000	0	1018	0000	0000
Falls Church, VA	51610	0	90614	0000	0000	0	105456	0000	0000	0	98822	0000	0000	0	106042	0000	0000	0	309	0000	0000	0	345	0000	0000	0	327	0000	0000	0	288	0000	0000	0	310	0000	0000	0	302	0000	0000
Franklin, VA	51620	0	35008	0000	0000	0	36788	0000	0000	0	37839	0000	0000	0	35855	0000	0000	0	1907	0000	0000	0	1990	0000	0000	0	1709	0000	0000	0	1477	0000	0000	0	1401	0000	0000	0	1237	0000	0000
Fredericksburg, VA	51630	0	41823	0000	0000	0	42954	0000	0000	0	45620	0000	0000	0	44211	0000	0000	0	2907	0000	0000	0	3046	0000	0000	0	2410	0000	0000	0	2192	0000	0000	0	2267	0000	0000	0	2247	0000	0000
Galax, VA	51640	0	30988	0000	0000	0	32676	0000	0000	0	31007	0000	0000	0	32313	0000	0000	0	1289	0000	0000	0	1435	0000	0000	0	1280	0000	0000	0	1187	0000	0000	0	1202	0000	0000	0	1094	0000	0000
Hampton, VA	51650	0	46272	0000	0000	0	46462	0000	0000	0	47301	0000	0000	0	46175	0000	0000	0	18686	0000	0000	0	19657	0000	0000	0	17552	0000	0000	0	15711	0000	0000	0	16301	0000	0000	0	16154	0000	0000
Harrisonburg, VA	51660	0	33259	0000	0000	0	37118	0000	0000	0	39049	0000	0000	0	34967	0000	0000	0	5073	0000	0000	0	5074	0000	0000	0	4804	0000	0000	0	6471	0000	0000	0	6623	0000	0000	0	6232	0000	0000
Hopewell, VA	51670	0	37303	0000	0000	0	39871	0000	0000	0	40560	0000	0000	0	35815	0000	0000	0	3855	0000	0000	0	4126	0000	0000	0	3633	0000	0000	0	3193	0000	0000	0	3195	0000	0000	0	3132	0000	0000
Lexington, VA	51678	0	36210	0000	0000	0	38217	0000	0000	0	39582	0000	0000	0	40825	0000	0000	0	846	0000	0000	0	1013	0000	0000	0	807	0000	0000	0	757	0000	0000	0	777	0000	0000	0	740	0000	0000
Lynchburg, VA	51680	0	36314	0000	0000	0	36374	0000	0000	0	39440	0000	0000	0	38005	0000	0000	0	11644	0000	0000	0	12862	0000	0000	0	10376	0000	0000	0	8764	0000	0000	0	8790	0000	0000	0	9167	0000	0000
Manassas, VA	51683	0	69060	0000	0000	0	73853	0000	0000	0	68544	0000	0000	0	66876	0000	0000	0	1884	0000	0000	0	2255	0000	0000	0	2044	0000	0000	0	1776	0000	0000	0	2076	0000	0000	0	2135	0000	0000
Manassas Park, VA	51685	0	68555	0000	0000	0	63681	0000	0000	0	70051	0000	0000	0	70852	0000	0000	0	516	0000	0000	0	773	0000	0000	0	636	0000	0000	0	672	0000	0000	0	641	0000	0000	0	619	0000	0000
Martinsville, VA	51690	0	30550	0000	0000	0	31823	0000	0000	0	30802	0000	0000	0	28298	0000	0000	0	2630	0000	0000	0	2681	0000	0000	0	2317	0000	0000	0	2143	0000	0000	0	2415	0000	0000	0	2379	0000	0000
Newport News, VA	51700	0	43435	0000	0000	0	44887	0000	0000	0	48849	0000	0000	0	48285	0000	0000	0	28152	0000	0000	0	29430	0000	0000	0	25592	0000	0000	0	22448	0000	0000	0	21921	0000	0000	0	21150	0000	0000
Norfolk, VA	51710	0	39378	0000	0000	0	40295	0000	0000	0	40380	0000	0000	0	41161	0000	0000	0	51750	0000	0000	0	50713	0000	0000	0	45818	0000	0000	0	39035	0000	0000	0	39503	0000	0000	0	39711	0000	0000
Norton, VA	51720	0	28687	0000	0000	0	30654	0000	0000	0	28398	0000	0000	0	31247	0000	0000	0	994	0000	0000	0	968	0000	0000	0	893	0000	0000	0	740	0000	0000	0	717	0000	0000	0	686	0000	0000
Petersburg, VA	51730	0	32316	0000	0000	0	34630	0000	0000	0	35359	0000	0000	0	31926	0000	0000	0	8756	0000	0000	0	8894	0000	0000	0	7678	0000	0000	0	6211	0000	0000	0	5826	0000	0000	0	5569	0000	0000
Poquoson, VA	51735	0	76741	0000	0000	0	78191	0000	0000	0	79123	0000	0000	0	84347	0000	0000	0	451	0000	0000	0	545	0000	0000	0	499	0000	0000	0	502	0000	0000	0	483	0000	0000	0	479	0000	0000
Portsmouth, VA	51740	0	39702	0000	0000	0	42940	0000	0000	0	45292	0000	0000	0	42404	0000	0000	0	21028	0000	0000	0	20105	0000	0000	0	17904	0000	0000	0	15274	0000	0000	0	15026	0000	0000	0	14553	0000	0000
Radford, VA	51750	0	30101	0000	0000	0	33012	0000	0000	0	35516	0000	0000	0	31999	0000	0000	0	2487	0000	0000	0	2479	0000	0000	0	2049	0000	0000	0	1851	0000	0000	0	2217	0000	0000	0	2194	0000	0000
Richmond, VA	51760	0	35761	0000	0000	0	38301	0000	0000	0	36968	0000	0000	0	37115	0000	0000	0	46748	0000	0000	0	46036	0000	0000	0	39403	0000	0000	0	33931	0000	0000	0	34154	0000	0000	0	32966	0000	0000
Roanoke, VA	51770	0	35331	0000	0000	0	37103	0000	0000	0	37029	0000	0000	0	35088	0000	0000	0	18971	0000	0000	0	19323	0000	0000	0	16358	0000	0000	0	13699	0000	0000	0	13870	0000	0000	0	13866	0000	0000
Salem, VA	51775	0	44631	0000	0000	0	46891	0000	0000	0	45690	0000	0000	0	49086	0000	0000	0	1827	0000	0000	0	2392	0000	0000	0	1744	0000	0000	0	1645	0000	0000	0	1635	0000	0000	0	1732	0000	0000
South Boston, VA	51780	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000	5	0	0000	0000
Staunton, VA	51790	0	37797	0000	0000	0	39166	0000	0000	0	42794	0000	0000	0	40717	0000	0000	0	2895	0000	0000	0	3384	0000	0000	0	2738	0000	0000	0	2285	0000	0000	0	2529	0000	0000	0	2505	0000	0000
Suffolk, VA	51800	0	55858	0000	0000	0	57546	0000	0000	0	57573	0000	0000	0	56300	0000	0000	0	9482	0000	0000	0	10323	0000	0000	0	9338	0000	0000	0	7794	0000	0000	0	7629	0000	0000	0	7214	0000	0000
Virginia Beach, VA	51810	0	60985	0000	0000	0	61234	0000	0000	0	64979	0000	0000	0	59174	0000	0000	0	37930	0000	0000	0	38897	0000	0000	0	33707	0000	0000	0	29867	0000	0000	0	28643	0000	0000	0	28856	0000	0000
Waynesboro, VA	51820	0	38501	0000	0000	0	42771	0000	0000	0	41025	0000	0000	0	39846	0000	0000	0	2521	0000	0000	0	3014	0000	0000	0	2544	0000	0000	0	2285	0000	0000	0	2275	0000	0000	0	2380	0000	0000
Williamsburg, VA	51830	0	41814	0000	0000	0	43777	0000	0000	0	50209	0000	0000	0	44380	0000	0000	0	1506	0000	0000	0	1714	0000	0000	0	1145	0000	0000	0	948	0000	0000	0	1312	0000	0000	0	1402	0000	0000
Winchester, VA	51840	0	39530	0000	0000	0	44808	0000	0000	0	46588	0000	0000	0	42399	0000	0000	0	3093	0000	0000	0	3431	0000	0000	0	2764	0000	0000	0	2570	0000	0000	0	2584	0000	0000	0	2568	0000	0000
WASHINGTON	53000	0	52571	0000	0000	0	55628	0000	0000	0	58081	0000	0000	0	56479	0000	0000	0	592072	0000	0000	0	579789	0000	0000	0	569830	0000	0000	0	574943	0000	0000	0	567575	0000	0000	0	586456	0000	0000
Adams, WA	53001	0	37412	0000	0000	0	38463	0000	0000	0	40967	0000	0000	0	43088	0000	0000	0	2737	0000	0000	0	2388	0000	0000	0	2464	0000	0000	0	2680	0000	0000	0	2578	0000	0000	0	2678	0000	0000
Asotin, WA	53003	0	37837	0000	0000	0	42665	0000	0000	0	41275	0000	0000	0	41190	0000	0000	0	3205	0000	0000	0	3308	0000	0000	0	3202	0000	0000	0	3104	0000	0000	0	2976	0000	0000	0	2797	0000	0000
Benton, WA	53005	0	51490	0000	0000	0	53129	0000	0000	0	56458	0000	0000	0	57603	0000	0000	0	11840	0000	0000	0	12859	0000	0000	0	13547	0000	0000	0	13906	0000	0000	0	13722	0000	0000	0	14049	0000	0000
Chelan, WA	53007	0	46205	0000	0000	0	45271	0000	0000	0	45092	0000	0000	0	48086	0000	0000	0	8444	0000	0000	0	8230	0000	0000	0	8330	0000	0000	0	8497	0000	0000	0	8265	0000	0000	0	8426	0000	0000
Clallam, WA	53009	0	41238	0000	0000	0	42395	0000	0000	0	47537	0000	0000	0	43533	0000	0000	0	7580	0000	0000	0	7812	0000	0000	0	7832	0000	0000	0	7629	0000	0000	0	7674	0000	0000	0	7869	0000	0000
Clark, WA	53011	0	55459	0000	0000	0	58167	0000	0000	0	59194	0000	0000	0	56351	0000	0000	0	28546	0000	0000	0	29806	0000	0000	0	29703	0000	0000	0	32455	0000	0000	0	31736	0000	0000	0	33012	0000	0000
Columbia, WA	53013	0	36897	0000	0000	0	39699	0000	0000	0	41194	0000	0000	0	41090	0000	0000	0	660	0000	0000	0	514	0000	0000	0	546	0000	0000	0	511	0000	0000	0	488	0000	0000	0	486	0000	0000
Cowlitz, WA	53015	0	44337	0000	0000	0	44814	0000	0000	0	47832	0000	0000	0	45839	0000	0000	0	11370	0000	0000	0	11701	0000	0000	0	11755	0000	0000	0	11797	0000	0000	0	11535	0000	0000	0	11658	0000	0000
Douglas, WA	53017	0	44458	0000	0000	0	43049	0000	0000	0	50370	0000	0000	0	47430	0000	0000	0	3371	0000	0000	0	3397	0000	0000	0	3421	0000	0000	0	3852	0000	0000	0	3821	0000	0000	0	3969	0000	0000
Ferry, WA	53019	0	32817	0000	0000	0	35121	0000	0000	0	34948	0000	0000	0	34802	0000	0000	0	1312	0000	0000	0	1373	0000	0000	0	1385	0000	0000	0	1320	0000	0000	0	1466	0000	0000	0	1440	0000	0000
Franklin, WA	53021	0	44017	0000	0000	0	47041	0000	0000	0	46681	0000	0000	0	47719	0000	0000	0	8514	0000	0000	0	8212	0000	0000	0	8145	0000	0000	0	8199	0000	0000	0	8321	0000	0000	0	8670	0000	0000
Garfield, WA	53023	0	36433	0000	0000	0	39649	0000	0000	0	40351	0000	0000	0	41305	0000	0000	0	226	0000	0000	0	251	0000	0000	0	245	0000	0000	0	278	0000	0000	0	292	0000	0000	0	326	0000	0000
Grant, WA	53025	0	38537	0000	0000	0	41890	0000	0000	0	43809	0000	0000	0	45183	0000	0000	0	10826	0000	0000	0	10638	0000	0000	0	10810	0000	0000	0	11135	0000	0000	0	11794	0000	0000	0	12191	0000	0000
Grays Harbor, WA	53027	0	39986	0000	0000	0	41655	0000	0000	0	41787	0000	0000	0	37637	0000	0000	0	11130	0000	0000	0	10948	0000	0000	0	10819	0000	0000	0	10025	0000	0000	0	9965	0000	0000	0	10129	0000	0000
Island, WA	53029	0	50289	0000	0000	0	57107	0000	0000	0	56370	0000	0000	0	55394	0000	0000	0	4658	0000	0000	0	4719	0000	0000	0	5510	0000	0000	0	5252	0000	0000	0	5467	0000	0000	0	5617	0000	0000
Jefferson, WA	53031	0	45370	0000	0000	0	45307	0000	0000	0	50463	0000	0000	0	48176	0000	0000	0	2916	0000	0000	0	2989	0000	0000	0	3071	0000	0000	0	2857	0000	0000	0	2824	0000	0000	0	2974	0000	0000
King, WA	53033	0	63291	0000	0000	0	66969	0000	0000	0	70091	0000	0000	0	67706	0000	0000	0	139285	0000	0000	0	131804	0000	0000	0	126999	0000	0000	0	130260	0000	0000	0	124185	0000	0000	0	129685	0000	0000
Kitsap, WA	53035	0	55370	0000	0000	0	57875	0000	0000	0	59611	0000	0000	0	60673	0000	0000	0	20093	0000	0000	0	20471	0000	0000	0	20322	0000	0000	0	19351	0000	0000	0	18390	0000	0000	0	19035	0000	0000
Kittitas, WA	53037	0	36520	0000	0000	0	41966	0000	0000	0	45274	0000	0000	0	41563	0000	0000	0	4119	0000	0000	0	3974	0000	0000	0	3998	0000	0000	0	4191	0000	0000	0	4413	0000	0000	0	4481	0000	0000
Klickitat, WA	53039	0	39521	0000	0000	0	42369	0000	0000	0	40953	0000	0000	0	41191	0000	0000	0	2984	0000	0000	0	3011	0000	0000	0	2934	0000	0000	0	2954	0000	0000	0	2875	0000	0000	0	2739	0000	0000
Lewis, WA	53041	0	41674	0000	0000	0	43223	0000	0000	0	42947	0000	0000	0	42365	0000	0000	0	9436	0000	0000	0	9686	0000	0000	0	9658	0000	0000	0	9478	0000	0000	0	9232	0000	0000	0	9073	0000	0000
Lincoln, WA	53043	0	41163	0000	0000	0	41954	0000	0000	0	45920	0000	0000	0	44899	0000	0000	0	1044	0000	0000	0	1125	0000	0000	0	1216	0000	0000	0	1143	0000	0000	0	1246	0000	0000	0	1198	0000	0000
Mason, WA	53045	0	46372	0000	0000	0	47200	0000	0000	0	50356	0000	0000	0	49440	0000	0000	0	5726	0000	0000	0	5913	0000	0000	0	5810	0000	0000	0	5741	0000	0000	0	5883	0000	0000	0	5858	0000	0000
Okanogan, WA	53047	0	35830	0000	0000	0	35850	0000	0000	0	37900	0000	0000	0	38363	0000	0000	0	7542	0000	0000	0	7121	0000	0000	0	7543	0000	0000	0	7397	0000	0000	0	7715	0000	0000	0	7714	0000	0000
Pacific, WA	53049	0	35487	0000	0000	0	37501	0000	0000	0	38060	0000	0000	0	38177	0000	0000	0	3237	0000	0000	0	3254	0000	0000	0	3227	0000	0000	0	3049	0000	0000	0	3042	0000	0000	0	3096	0000	0000
Pend Oreille, WA	53051	0	35625	0000	0000	0	39352	0000	0000	0	38939	0000	0000	0	39288	0000	0000	0	2010	0000	0000	0	2059	0000	0000	0	2111	0000	0000	0	2130	0000	0000	0	1987	0000	0000	0	1968	0000	0000
Pierce, WA	53053	0	53789	0000	0000	0	55680	0000	0000	0	58133	0000	0000	0	55941	0000	0000	0	76889	0000	0000	0	73016	0000	0000	0	69907	0000	0000	0	68420	0000	0000	0	66831	0000	0000	0	67583	0000	0000
San Juan, WA	53055	0	50413	0000	0000	0	52118	0000	0000	0	55898	0000	0000	0	52158	0000	0000	0	967	0000	0000	0	1026	0000	0000	0	1018	0000	0000	0	1152	0000	0000	0	1246	0000	0000	0	1431	0000	0000
Skagit, WA	53057	0	48448	0000	0000	0	51486	0000	0000	0	53510	0000	0000	0	54335	0000	0000	0	10619	0000	0000	0	11129	0000	0000	0	11065	0000	0000	0	11009	0000	0000	0	10912	0000	0000	0	11372	0000	0000
Skamania, WA	53059	0	43057	0000	0000	0	48932	0000	0000	0	51331	0000	0000	0	51407	0000	0000	0	1002	0000	0000	0	997	0000	0000	0	968	0000	0000	0	1040	0000	0000	0	1132	0000	0000	0	1187	0000	0000
Snohomish, WA	53061	0	60032	0000	0000	0	65394	0000	0000	0	66706	0000	0000	0	64677	0000	0000	0	42489	0000	0000	0	42106	0000	0000	0	39479	0000	0000	0	41469	0000	0000	0	43703	0000	0000	0	47886	0000	0000
Spokane, WA	53063	0	42436	0000	0000	0	46308	0000	0000	0	48269	0000	0000	0	44799	0000	0000	0	48967	0000	0000	0	49340	0000	0000	0	49591	0000	0000	0	49572	0000	0000	0	47712	0000	0000	0	48529	0000	0000
Stevens, WA	53065	0	39780	0000	0000	0	41861	0000	0000	0	44513	0000	0000	0	40770	0000	0000	0	5967	0000	0000	0	6016	0000	0000	0	6133	0000	0000	0	6055	0000	0000	0	6100	0000	0000	0	6090	0000	0000
Thurston, WA	53067	0	53257	0000	0000	0	57682	0000	0000	0	62146	0000	0000	0	58533	0000	0000	0	18457	0000	0000	0	18263	0000	0000	0	18005	0000	0000	0	17663	0000	0000	0	18128	0000	0000	0	18361	0000	0000
Wahkiakum, WA	53069	0	43281	0000	0000	0	41482	0000	0000	0	47458	0000	0000	0	44503	0000	0000	0	341	0000	0000	0	393	0000	0000	0	408	0000	0000	0	368	0000	0000	0	401	0000	0000	0	363	0000	0000
Walla Walla, WA	53071	0	42257	0000	0000	0	44167	0000	0000	0	44797	0000	0000	0	43144	0000	0000	0	7325	0000	0000	0	7220	0000	0000	0	6829	0000	0000	0	6741	0000	0000	0	6916	0000	0000	0	7173	0000	0000
Whatcom, WA	53073	0	44417	0000	0000	0	47406	0000	0000	0	49159	0000	0000	0	47490	0000	0000	0	17503	0000	0000	0	17650	0000	0000	0	17460	0000	0000	0	18357	0000	0000	0	19005	0000	0000	0	19862	0000	0000
Whitman, WA	53075	0	34417	0000	0000	0	36538	0000	0000	0	39691	0000	0000	0	36767	0000	0000	0	5018	0000	0000	0	4878	0000	0000	0	4749	0000	0000	0	5024	0000	0000	0	5305	0000	0000	0	5814	0000	0000
Yakima, WA	53077	0	38797	0000	0000	0	41949	0000	0000	0	44556	0000	0000	0	41055	0000	0000	0	43713	0000	0000	0	40192	0000	0000	0	39617	0000	0000	0	38881	0000	0000	0	38292	0000	0000	0	39666	0000	0000
WEST VIRGINIA	54000	0	35028	0000	0000	0	37057	0000	0000	0	37528	0000	0000	0	37423	0000	0000	0	362594	0000	0000	0	302521	0000	0000	0	303649	0000	0000	0	290195	0000	0000	0	273986	0000	0000	0	295753	0000	0000
Barbour, WV	54001	0	30403	0000	0000	0	28826	0000	0000	0	30887	0000	0000	0	34547	0000	0000	0	4240	0000	0000	0	3437	0000	0000	0	3414	0000	0000	0	3118	0000	0000	0	2916	0000	0000	0	3163	0000	0000
Berkeley, WV	54003	0	50158	0000	0000	0	52566	0000	0000	0	52472	0000	0000	0	51243	0000	0000	0	9119	0000	0000	0	7943	0000	0000	0	8264	0000	0000	0	8516	0000	0000	0	8088	0000	0000	0	9058	0000	0000
Boone, WV	54005	0	32533	0000	0000	0	35654	0000	0000	0	32794	0000	0000	0	38430	0000	0000	0	6243	0000	0000	0	5237	0000	0000	0	5442	0000	0000	0	5074	0000	0000	0	4672	0000	0000	0	4890	0000	0000
Braxton, WV	54007	0	29456	0000	0000	0	31616	0000	0000	0	30843	0000	0000	0	31471	0000	0000	0	3558	0000	0000	0	2872	0000	0000	0	2917	0000	0000	0	2935	0000	0000	0	2907	0000	0000	0	3124	0000	0000
Brooke, WV	54009	0	36400	0000	0000	0	39601	0000	0000	0	42994	0000	0000	0	38624	0000	0000	0	3558	0000	0000	0	2971	0000	0000	0	3100	0000	0000	0	2858	0000	0000	0	2544	0000	0000	0	2833	0000	0000
Cabell, WV	54011	0	33968	0000	0000	0	33265	0000	0000	0	33360	0000	0000	0	34843	0000	0000	0	18422	0000	0000	0	14989	0000	0000	0	15297	0000	0000	0	15380	0000	0000	0	14311	0000	0000	0	15322	0000	0000
Calhoun, WV	54013	0	26105	0000	0000	0	27791	0000	0000	0	26023	0000	0000	0	28976	0000	0000	0	2548	0000	0000	0	1945	0000	0000	0	1803	0000	0000	0	1633	0000	0000	0	1571	0000	0000	0	1675	0000	0000
Clay, WV	54015	0	27113	0000	0000	0	28630	0000	0000	0	28342	0000	0000	0	30113	0000	0000	0	3501	0000	0000	0	2872	0000	0000	0	2749	0000	0000	0	2434	0000	0000	0	2479	0000	0000	0	2537	0000	0000
Doddridge, WV	54017	0	30372	0000	0000	0	34145	0000	0000	0	32226	0000	0000	0	32803	0000	0000	0	1713	0000	0000	0	1463	0000	0000	0	1566	0000	0000	0	1431	0000	0000	0	1224	0000	0000	0	1282	0000	0000
Fayette, WV	54019	0	28732	0000	0000	0	30312	0000	0000	0	32934	0000	0000	0	31920	0000	0000	0	12419	0000	0000	0	9981	0000	0000	0	10168	0000	0000	0	9623	0000	0000	0	9356	0000	0000	0	10321	0000	0000
Gilmer, WV	54021	0	28510	0000	0000	0	34355	0000	0000	0	29678	0000	0000	0	31611	0000	0000	0	2122	0000	0000	0	1713	0000	0000	0	1646	0000	0000	0	1478	0000	0000	0	1485	0000	0000	0	1488	0000	0000
Grant, WV	54023	0	32730	0000	0000	0	36361	0000	0000	0	35815	0000	0000	0	36257	0000	0000	0	1722	0000	0000	0	1507	0000	0000	0	1619	0000	0000	0	1635	0000	0000	0	1493	0000	0000	0	1583	0000	0000
Greenbrier, WV	54025	0	31987	0000	0000	0	33163	0000	0000	0	34935	0000	0000	0	32492	0000	0000	0	6888	0000	0000	0	5755	0000	0000	0	5845	0000	0000	0	5677	0000	0000	0	5398	0000	0000	0	5739	0000	0000
Hampshire, WV	54027	0	39252	0000	0000	0	36217	0000	0000	0	37913	0000	0000	0	35541	0000	0000	0	3403	0000	0000	0	3072	0000	0000	0	3164	0000	0000	0	3120	0000	0000	0	2804	0000	0000	0	3071	0000	0000
Hancock, WV	54029	0	37985	0000	0000	0	39378	0000	0000	0	39347	0000	0000	0	39779	0000	0000	0	4862	0000	0000	0	4047	0000	0000	0	3918	0000	0000	0	3495	0000	0000	0	3102	0000	0000	0	3297	0000	0000
Hardy, WV	54031	0	38298	0000	0000	0	37336	0000	0000	0	35530	0000	0000	0	36484	0000	0000	0	1643	0000	0000	0	1548	0000	0000	0	1563	0000	0000	0	1585	0000	0000	0	1543	0000	0000	0	1677	0000	0000
Harrison, WV	54033	0	36725	0000	0000	0	38063	0000	0000	0	38152	0000	0000	0	40100	0000	0000	0	14020	0000	0000	0	11571	0000	0000	0	12068	0000	0000	0	11436	0000	0000	0	10284	0000	0000	0	11020	0000	0000
Jackson, WV	54035	0	39201	0000	0000	0	40978	0000	0000	0	40503	0000	0000	0	39173	0000	0000	0	5060	0000	0000	0	4308	0000	0000	0	4564	0000	0000	0	4316	0000	0000	0	3909	0000	0000	0	4173	0000	0000
Jefferson, WV	54037	0	59090	0000	0000	0	61219	0000	0000	0	62802	0000	0000	0	58859	0000	0000	0	4667	0000	0000	0	4058	0000	0000	0	3970	0000	0000	0	3848	0000	0000	0	3734	0000	0000	0	4091	0000	0000
Kanawha, WV	54039	0	36885	0000	0000	0	40931	0000	0000	0	41488	0000	0000	0	41747	0000	0000	0	35371	0000	0000	0	29057	0000	0000	0	29704	0000	0000	0	28570	0000	0000	0	25416	0000	0000	0	27498	0000	0000
Lewis, WV	54041	0	31692	0000	0000	0	34223	0000	0000	0	34145	0000	0000	0	35049	0000	0000	0	4249	0000	0000	0	3551	0000	0000	0	3490	0000	0000	0	3093	0000	0000	0	2863	0000	0000	0	3095	0000	0000
Lincoln, WV	54043	0	27759	0000	0000	0	30694	0000	0000	0	29817	0000	0000	0	31212	0000	0000	0	6763	0000	0000	0	5604	0000	0000	0	5503	0000	0000	0	5136	0000	0000	0	4915	0000	0000	0	5029	0000	0000
Logan, WV	54045	0	30271	0000	0000	0	32251	0000	0000	0	33866	0000	0000	0	34596	0000	0000	0	11497	0000	0000	0	9552	0000	0000	0	9107	0000	0000	0	8198	0000	0000	0	7964	0000	0000	0	8381	0000	0000
